buyingprice,maintprice,doors,persons,lug_boot,safety,recommend,,frekuensi,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,2,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,3,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,med,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,2,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,3,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
vhigh,low,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,4,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,2,more,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,4,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,3,more,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,4,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,4,more,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,vhigh,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
